00.859.332.1-123.000,3578080505660038,Siska Dewi,F,2023,144000000,6200000,4100000,0,154300000,7715000,3086000,143499000,63000000,80499000,0.150000,12074850
00.660.090.9-123.000,3179092202990039,Rizky Pratama,M,2023,51000000,1100000,700000,0,52800000,2640000,1056000,49104000,54000000,-4896000,0.000000,0
00.819.804.5-123.000,3470101110880040,Maya Indah,F,2023,105000000,4000000,2700000,0,112000000,5600000,2240000,104160000,58500000,45660000,0.050000,2283000
00.277.015.8-123.000,3275011505980041,Dedi Kurniawan,M,2023,168000000,7500000,5000000,0,180500000,9025000,3610000,167865000,54000000,113865000,0.150000,17079750
00.320.820.2-123.000,3374022504870042,Rina Marlina,F,2023,93000000,2800000,1900000,0,97700000,4885000,1954000,90881000,63000000,27881000,0.050000,1394050
00.955.943.7-123.000,3573031212970043,Fajar Setiawan,M,2023,138000000,5900000,3900000,0,147800000,7390000,2956000,137454000,54000000,83454000,0.150000,12518100
00.892.719.3-123.000,3176040303860044,Diah Puspitasari,F,2023,120000000,4600000,3100000,0,127700000,6385000,2554000,118731000,58500000,60231000,0.050000,3011550
00.993.809.2-123.000,3475052003990045,Heru Wijaya,M,2023,204000000,9000000,6200000,0,219200000,10960000,4384000,203856000,54000000,149856000,0.150000,22478400
00.356.565.1-123.000,3276061811880046,Siti Aminah,F,2023,60000000,1400000,900000,0,62300000,3115000,1246000,57939000,67500000,-9561000,0.000000,0
00.271.993.5-123.000,3377070909770047,Joni Saputra,M,2023,114000000,4500000,3000000,0,121500000,6075000,2430000,112995000,54000000,58995000,0.150000,8849250
00.973.805.5-123.000,3578080505660048,Rani Permatasari,F,2023,150000000,6500000,4300000,0,160800000,8040000,3216000,149544000,63000000,86544000,0.150000,12981600
00.917.182.5-123.000,3179092202990049,Agung Prabowo,M,2023,48000000,1000000,600000,0,49600000,2480000,992000,46128000,54000000,-7872000,0.000000,0
00.825.255.5-123.000,3470101110880050,Dina Rahmawati,F,2023,111000000,4200000,2800000,0,118300000,5915000,2366000,110019000,58500000,51519000,0.050000,2575950
00.536.349.2-123.000,3275011505980051,Anton Susanto,M,2023,174000000,7600000,5000000,0,186600000,9330000,3732000,173538000,54000000,119538000,0.150000,17930700
00.323.003.8-123.000,3374022504870052,Rina Wulandari,F,2023,81000000,2400000,1600000,0,85000000,4250000,1700000,79050000,63000000,16050000,0.050000,802500
00.276.216.8-123.000,3573031212970053,Dodi Prasetyo,M,2023,126000000,5300000,3500000,0,134800000,6740000,2696000,125460000,54000000,71460000,0.150000,10719000
00.588.431.0-123.000,3176040303860054,Yulia Anggraeni,F,2023,102000000,3800000,2500000,0,108300000,5415000,2166000,100719000,58500000,42219000,0.050000,2110950
00.600.539.2-123.000,3475052003990055,Hendro Wijaya,M,2023,192000000,8400000,5600000,0,206000000,10300000,4120000,191280000,54000000,137280000,0.150000,20592000
00.309.364.5-123.000,3276061811880056,Lina Susilowati,F,2023,69000000,1800000,1200000,0,72000000,3600000,1440000,66960000,67500000,-540000,0.000000,0
00.748.018.0-123.000,3377070909770057,Arifin Susanto,M,2023,120000000,4900000,3200000,0,128100000,6405000,2562000,119133000,54000000,65133000,0.150000,9769950
00.505.329.2-123.000,3578080505660058,Rini Astuti,F,2023,144000000,6000000,4000000,0,154000000,7700000,3080000,143220000,63000000,80220000,0.150000,12033000
00.906.801.4-123.000,3179092202990059,Rudi Hermansyah,M,2023,54000000,1200000,800000,0,56000000,2800000,1120000,52080000,54000000,-1920000,0.000000,0
00.014.939.7-123.000,3470101110880060,Siska Dewanti,F,2023,99000000,3700000,2400000,0,105100000,5255000,2102000,97743000,58500000,39243000,0.050000,1962150
00.282.669.9-123.000,3275011505980061,Bambang Sutrisno,M,2023,162000000,7000000,4600000,0,173600000,8680000,3472000,161508000,54000000,107508000,0.150000,16126200
00.233.809.6-123.000,3374022504870062,Dwi Astuti,F,2023,87000000,2600000,1700000,0,91300000,4565000,1826000,84909000,63000000,21909000,0.050000,1095450
00.636.155.0-123.000,3573031212970063,Eko Prasetya,M,2023,132000000,5500000,3600000,0,141100000,7055000,2822000,131223000,54000000,77223000,0.150000,11583450
00.441.323.9-123.000,3176040303860064,Rina Puspita,F,2023,108000000,4100000,2700000,0,114800000,5740000,2296000,106764000,58500000,48264000,0.050000,2413200
00.915.209.7-123.000,3475052003990065,Heri Setiawan,M,2023,198000000,8600000,5800000,0,212400000,10620000,4248000,197532000,54000000,143532000,0.150000,21529800
00.352.890.6-123.000,3276061811880066,Anita Sari,F,2023,63000000,1500000,1000000,0,65500000,3275000,1310000,60915000,67500000,-6585000,0.000000,0
00.583.043.7-123.000,3377070909770067,Joko Santoso,M,2023,114000000,4600000,3000000,0,121600000,6080000,2432000,113088000,54000000,59088000,0.150000,8863200
00.431.853.8-123.000,3578080505660068,Rina Permata Sari,F,2023,150000000,6400000,4200000,0,160600000,8030000,3212000,149364000,63000000,86364000,0.150000,12954600
00.500.472.7-123.000,3179092202990069,Agus Salim,M,2023,51000000,1100000,700000,0,52800000,2640000,1056000,49104000,54000000,-4896000,0.000000,0
00.007.934.5-123.000,3470101110880070,Dini Rahayu,F,2023,105000000,3900000,2600000,0,111500000,5575000,2230000,103695000,58500000,45195000,0.050000,2259750
00.695.201.2-123.000,3275011505980071,Andi Kurnia,M,2023,168000000,7300000,4800000,0,180100000,9005000,3602000,167493000,54000000,113493000,0.150000,17023950
00.628.714.7-123.000,3374022504870072,Rina Fitriani,F,2023,81000000,2400000,1600000,0,85000000,4250000,1700000,79050000,63000000,16050000,0.050000,802500
00.612.160.7-123.000,3573031212970073,Dodi Setiawan,M,2023,126000000,5200000,3400000,0,134600000,6730000,2692000,125178000,54000000,71178000,0.150000,10676700
00.323.268.3-123.000,3176040303860074,Yuni Anggraeni,F,2023,102000000,3800000,2500000,0,108300000,5415000,2166000,100719000,58500000,42219000,0.050000,2110950
00.349.713.2-123.000,3475052003990075,Hendra Wijaya,M,2023,192000000,8300000,5500000,0,205800000,10290000,4116000,191604000,54000000,137604000,0.150000,20640600
00.287.000.5-123.000,3276061811880076,Lina Susanti,F,2023,66000000,1700000,1100000,0,68800000,3440000,1376000,63984000,67500000,-3516000,0.000000,0
00.797.696.8-123.000,3377070909770077,Arifin Santoso,M,2023,120000000,4800000,3200000,0,128000000,6400000,2560000,119040000,54000000,65040000,0.150000,9756000
00.813.978.4-123.000,3578080505660078,Rini Puspitasari,F,2023,144000000,6100000,4000000,0,154100000,7705000,3082000,143313000,63000000,80313000,0.150000,12046950
00.268.824.6-123.000,3179092202990079,Rudi Hermawan,M,2023,54000000,1200000,800000,0,56000000,2800000,1120000,52080000,54000000,-1920000,0.000000,0
00.284.413.9-123.000,3470101110880080,Siska Dewi,F,2023,99000000,3700000,2400000,0,105100000,5255000,2102000,97743000,58500000,39243000,0.050000,1962150
00.044.194.2-123.000,3275011505980081,Bambang Sutrisno,M,2023,162000000,7000000,4600000,0,173600000,8680000,3472000,161508000,54000000,107508000,0.150000,16126200
00.106.108.5-123.000,3374022504870082,Dwi Astuti,F,2023,87000000,2600000,1700000,0,91300000,4565000,1826000,84909000,63000000,21909000,0.050000,1095450
00.877.451.3-123.000,3573031212970083,Eko Prasetya,M,2023,132000000,5500000,3600000,0,141100000,7055000,2822000,131223000,54000000,77223000,0.150000,11583450
00.441.445.7-123.000,3176040303860084,Rina Puspita,F,2023,108000000,4100000,2700000,0,114800000,5740000,2296000,106764000,58500000,48264000,0.050000,2413200
00.807.754.5-123.000,3475052003990085,Heri Setiawan,M,2023,198000000,8600000,5800000,0,212400000,10620000,4248000,197532000,54000000,143532000,0.150000,21529800
00.830.393.1-123.000,3276061811880086,Anita Sari,F,2023,63000000,1500000,1000000,0,65500000,3275000,1310000,60915000,67500000,-6585000,0.000000,0
00.773.732.3-123.000,3377070909770087,Joko Santoso,M,2023,114000000,4600000,3000000,0,121600000,6080000,2432000,113088000,54000000,59088000,0.150000,8863200
00.229.603.4-123.000,3578080505660088,Rina Permata Sari,F,2023,150000000,6400000,4200000,0,160600000,8030000,3212000,149364000,63000000,86364000,0.150000,12954600
00.965.175.2-123.000,3179092202990089,Agus Salim,M,2023,51000000,1100000,700000,0,52800000,2640000,1056000,49104000,54000000,-4896000,0.000000,0
00.048.923.4-123.000,3470101110880090,Dini Rahayu,F,2023,105000000,3900000,2600000,0,111500000,5575000,2230000,103695000,58500000,45195000,0.050000,2259750
00.118.641.3-123.000,3275011505980091,Andi Kurnia,M,2023,168000000,7300000,4800000,0,180100000,9005000,3602000,167493000,54000000,113493000,0.150000,17023950
00.301.679.7-123.000,3374022504870092,Rina Fitriani,F,2023,81000000,2400000,1600000,0,85000000,4250000,1700000,79050000,63000000,16050000,0.050000,802500
00.782.736.0-123.000,3573031212970093,Dodi Setiawan,M,2023,126000000,5200000,3400000,0,134600000,6730000,2692000,125178000,54000000,71178000,0.150000,10676700
00.591.431.2-123.000,3176040303860094,Yuni Anggraeni,F,2023,102000000,3800000,2500000,0,108300000,5415000,2166000,100719000,58500000,42219000,0.050000,2110950
00.811.295.1-123.000,3475052003990095,Hendra Wijaya,M,2023,192000000,8300000,5500000,0,205800000,10290000,4116000,191604000,54000000,137604000,0.150000,20640600
00.387.767.7-123.000,3276061811880096,Lina Susanti,F,2023,66000000,1700000,1100000,0,68800000,3440000,1376000,63984000,67500000,-3516000,0.000000,0
00.664.047.3-123.000,3377070909770097,Arifin Santoso,M,2023,120000000,4800000,3200000,0,128000000,6400000,2560000,119040000,54000000,65040000,0.150000,9756000
00.470.577.4-123.000,3578080505660098,Rini Puspitasari,F,2023,144000000,6100000,4000000,0,154100000,7705000,3082000,143313000,63000000,80313000,0.150000,12046950
00.212.182.5-123.000,3179092202990099,Rudi Hermawan,M,2023,54000000,1200000,800000,0,56000000,2800000,1120000,52080000,54000000,-1920000,0.000000,0
00.757.232.1-123.000,3470101110880100,Siska Dewi,F,2023,99000000,3700000,2400000,0,105100000,5255000,2102000,97743000,58500000,39243000,0.050000,1962150
